clip_id,bird_name,scientific_name,family,xeno_canto_recording_id,recordist,source_url,license_name,license_url,original_length_seconds,clip_start_seconds,clip_end_seconds,clip_length_seconds,modified,commercial_allowed,derivatives_allowed,share_alike_required,app_safe,app_safe_reason
680,Brown Shrike,Lanius cristatus,Shrikes (Laniidae),925090,Bo Shunqi 薄顺奇,https://xeno-canto.org/925090,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,55.0,8.33,28.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
789,Brown Thrasher,Toxostoma rufum,Mockingbirds and Thrashers (Mimidae),996863,Molly Jacobson,https://xeno-canto.org/996863,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,23.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
806,Brown-backed Solitaire,Myadestes occidentalis,Thrushes (Turdidae),37017,Chris Benesh,https://xeno-canto.org/37017,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,125.0,31.67,51.67,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
899,Brown-capped Rosy-Finch,Leucosticte australis,Fringilline and Cardueline Finches and Allies (Fringillidae),87646,Andrew Spencer,https://xeno-canto.org/87646,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,26.0,0.0,20.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
735,Brown-chested Martin,Progne tapera,Swallows (Hirundinidae),921856,JAYRSON ARAUJO DE OLIVEIRA,https://xeno-canto.org/921856,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,26.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
621,Brown-crested Flycatcher,Myiarchus tyrannulus,Tyrant Flycatchers (Tyrannidae),877059,Skyler Bol,https://xeno-canto.org/877059,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,12.0,0.0,12.0,12.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
996,Brown-headed Cowbird,Molothrus ater,Blackbirds (Icteridae),1039613,Thomas Magarian,https://xeno-canto.org/1039613,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,30.0,0.0,20.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
769,Brown-headed Nuthatch,Sitta pusilla,Nuthatches (Sittidae),860797,Valerie Heemstra,https://xeno-canto.org/860797,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,21.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
596,Budgerigar (1975-2015),Melopsittacus undulatus,"Parakeets, Macaws, Amazons, and Parrots (Psittacidae)",104202,Andrew Spencer,https://xeno-canto.org/104202,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,118.0,29.33,49.33,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
182,Buff-bellied Hummingbird,Amazilia yucatanensis,Hummingbirds (Trochilidae),130831,Andrew Spencer,https://xeno-canto.org/130831,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,16.0,0.0,16.0,16.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
655,Buff-breasted Flycatcher,Empidonax fulvifrons,Tyrant Flycatchers (Tyrannidae),622692,Richard E. Webster,https://xeno-canto.org/622692,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,96.0,22.0,42.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
266,Buff-breasted Sandpiper,Calidris subruficollis,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",997531,Stanislas Wroza,https://xeno-canto.org/997531,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,14.0,0.0,14.0,14.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
146,Buff-collared Nightjar,Antrostomus ridgwayi,Goatsuckers (Caprimulgidae),560856,Phoenix Birder,https://xeno-canto.org/560856,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,57.0,9.0,29.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
62,Bufflehead,Bucephala albeola,"Ducks, Geese, and Swans (Anatidae)",710475,Richard E. Webster,https://xeno-canto.org/710475,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,157.0,42.33,62.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
436,Buller's Shearwater,Ardenna bulleri,Shearwaters and Petrels (Procellariidae),840129,Alex Lin-Moore,https://xeno-canto.org/840129,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,51.0,7.0,27.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
984,Bullock's Oriole,Icterus bullockii,Blackbirds (Icteridae),1038999,Richard E. Webster,https://xeno-canto.org/1038999,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,50.0,6.67,26.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
428,Bulwer's Petrel,Bulweria bulwerii,Shearwaters and Petrels (Procellariidae),619771,Marcel Gil Velasco,https://xeno-canto.org/619771,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,27.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
175,Bumblebee Hummingbird,Selasphorus heloisa,Hummingbirds (Trochilidae),956575,Joren van Schie,https://xeno-canto.org/956575,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,13.0,0.0,13.0,13.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
541,Burrowing Owl,Athene cunicularia,Typical Owls (Strigidae),104661,Andrew Spencer,https://xeno-canto.org/104661,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,75.0,15.0,35.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
744,Bushtit,Psaltriparus minimus,Bushtits (Aegithalidae),417736,Paula Caycedo &amp; Mitch Covington,https://xeno-canto.org/417736,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,19.0,0.0,19.0,19.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
14,Cackling Goose,Branta hutchinsii,"Ducks, Geese, and Swans (Anatidae)",1046935,Greg Irving,https://xeno-canto.org/1046935,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,51.0,7.0,27.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
778,Cactus Wren,Campylorhynchus brunneicapillus,Wrens (Troglodytidae),999614,David Tattersley,https://xeno-canto.org/999614,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,69.0,13.0,33.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
773,California Gnatcatcher,Polioptila californica,Gnatcatchers and Gnatwrens (Polioptilidae),965427,A Richardson,https://xeno-canto.org/965427,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,12.0,0.0,12.0,12.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
368,California Gull,Larus californicus,"Gulls, Terns, and Skimmers (Laridae)",571013,Richard E. Webster,https://xeno-canto.org/571013,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,44.0,4.67,24.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
75,California Quail,Callipepla californica,New World Quail (Odontophoridae),1040445,Greg Irving,https://xeno-canto.org/1040445,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,169.0,46.33,66.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
692,California Scrub-Jay,Aphelocoma californica,Jays and Crows (Corvidae),914678,Bobby Wilcox,https://xeno-canto.org/914678,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,66.0,12.0,32.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
792,California Thrasher,Toxostoma redivivum,Mockingbirds and Thrashers (Mimidae),875437,Ed Pandolfino,https://xeno-canto.org/875437,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,110.0,26.67,46.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
969,California Towhee,Melozone crissalis,Towhees and Sparrows (Passerellidae),989820,Ed Pandolfino,https://xeno-canto.org/989820,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,41.0,3.67,23.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
171,Calliope Hummingbird,Selasphorus calliope,Hummingbirds (Trochilidae),412986,Austin Young,https://xeno-canto.org/412986,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,25.0,0.0,20.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
15,Canada Goose,Branta canadensis,"Ducks, Geese, and Swans (Anatidae)",1048810,AUDEVARD Aurélien,https://xeno-canto.org/1048810,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,10.0,0.0,10.0,10.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
684,Canada Jay,Perisoreus canadensis,Jays and Crows (Corvidae),28872,Andrew Spencer,https://xeno-canto.org/28872,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,44.0,4.67,24.67,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1052,Canada Warbler,Cardellina canadensis,Wood-Warblers (Parulidae),1087236,Sue Riffe,https://xeno-canto.org/1087236,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,7.0,0.0,7.0,7.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
44,Canvasback,Aythya valisineria,"Ducks, Geese, and Swans (Anatidae)",169224,Paul Driver,https://xeno-canto.org/169224,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,4.0,0.0,4.0,4.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
967,Canyon Towhee,Melozone fusca,Towhees and Sparrows (Passerellidae),878011,Scott Olmstead,https://xeno-canto.org/878011,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,47.0,5.67,25.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
776,Canyon Wren,Catherpes mexicanus,Wrens (Troglodytidae),1080746,Scott Olmstead,https://xeno-canto.org/1080746,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,59.0,9.67,29.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1027,Cape May Warbler,Setophaga tigrina,Wood-Warblers (Parulidae),784610,Paul Driver,https://xeno-canto.org/784610,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,48.0,6.0,26.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
434,Cape Verde Shearwater,Calonectris edwardsii,Shearwaters and Petrels (Procellariidae),718760,Nicolas Martinez,https://xeno-canto.org/718760,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,60.0,10.0,30.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
705,Carolina Chickadee,Poecile carolinensis,Chickadees and Titmice (Paridae),1010608,Rory Nefdt,https://xeno-canto.org/1010608,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,36.0,2.0,22.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
780,Carolina Wren,Thryothorus ludovicianus,Wrens (Troglodytidae),1099411,Jim Berry,https://xeno-canto.org/1099411,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,116.0,28.67,48.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
332,Caspian Tern,Hydroprogne caspia,"Gulls, Terns, and Skimmers (Laridae)",556708,Meena Haribal,https://xeno-canto.org/556708,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,119.0,29.67,49.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
907,Cassia Crossbill,Loxia sinesciuris,Fringilline and Cardueline Finches and Allies (Fringillidae),548198,Richard E. Webster,https://xeno-canto.org/548198,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,30.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
313,Cassin's Auklet,Ptychoramphus aleuticus,"Auks, Murres, and Puffins (Alcidae)",842479,Matthew L. Brady,https://xeno-canto.org/842479,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,160.0,43.33,63.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
902,Cassin's Finch,Haemorhous cassinii,Fringilline and Cardueline Finches and Allies (Fringillidae),1086030,Sue Riffe,https://xeno-canto.org/1086030,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,28.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
631,Cassin's Kingbird,Tyrannus vociferans,Tyrant Flycatchers (Tyrannidae),577333,Timothy Marquardt,https://xeno-canto.org/577333,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,105.0,25.0,45.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
932,Cassin's Sparrow,Peucaea cassinii,Towhees and Sparrows (Passerellidae),877491,Skyler Bol,https://xeno-canto.org/877491,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,4.0,0.0,4.0,4.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
668,Cassin's Vireo,Vireo cassinii,Vireos (Vireonidae),1080752,Scott Olmstead,https://xeno-canto.org/1080752,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,31.0,0.33,20.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
743,Cave Swallow,Petrochelidon fulva,Swallows (Hirundinidae),34112,Andrew Spencer,https://xeno-canto.org/34112,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,51.0,7.0,27.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
763,Cedar Waxwing,Bombycilla cedrorum,Waxwings (Bombycillidae),1005316,Rory Nefdt,https://xeno-canto.org/1005316,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,10.0,0.0,10.0,10.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1028,Cerulean Warbler,Setophaga cerulea,Wood-Warblers (Parulidae),1038381,Bobby Wilcox,https://xeno-canto.org/1038381,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,69.0,13.0,33.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
390,Chatham Albatross,Thalassarche eremita,Albatrosses (Diomedeidae),1058885,Cam Maclean/David Boyle,https://xeno-canto.org/1058885,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,9.0,0.0,9.0,9.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
855,Chestnut Munia,Lonchura atricapilla,Waxbills (Estrildidae),207445,Ross Gallardy,https://xeno-canto.org/207445,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,3.0,0.0,3.0,3.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
709,Chestnut-backed Chickadee,Poecile rufescens,Chickadees and Titmice (Paridae),1047658,Greg Irving,https://xeno-canto.org/1047658,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,98.0,22.67,42.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
109,Chestnut-bellied Sandgrouse,Pterocles exustus,Sandgrouses (Pteroclidae),504015,Aladdin,https://xeno-canto.org/504015,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,46.0,5.33,25.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
917,Chestnut-collared Longspur,Calcarius ornatus,Longspurs and Snow Buntings (Calcariidae),877497,Skyler Bol,https://xeno-canto.org/877497,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,3.0,0.0,3.0,3.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1035,Chestnut-sided Warbler,Setophaga pensylvanica,Wood-Warblers (Parulidae),1037298,Bobby Wilcox,https://xeno-canto.org/1037298,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,23.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
702,Chihuahuan Raven,Corvus cryptoleucus,Jays and Crows (Corvidae),662844,Richard E. Webster,https://xeno-canto.org/662844,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,116.0,28.67,48.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
152,Chimney Swift,Chaetura pelagica,Swifts (Apodidae),738283,Timothy Marquardt,https://xeno-canto.org/738283,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,91.0,20.33,40.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
485,Chinese Pond-Heron,Ardeola bacchus,"Bitterns, Herons, and Allies (Ardeidae)",1071098,Chi-Hsuan Shao,https://xeno-canto.org/1071098,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,14.0,0.0,14.0,14.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
499,Chinese Sparrowhawk,Tachyspiza soloensis,"Hawks, Kites, Eagles, and Allies (Accipitridae)",840818,Bo Shunqi 薄顺奇,https://xeno-canto.org/840818,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,5.0,0.0,5.0,5.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
940,Chipping Sparrow,Spizella passerina,Towhees and Sparrows (Passerellidae),1038385,Bobby Wilcox,https://xeno-canto.org/1038385,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,23.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
442,Christmas Shearwater,Puffinus nativitatis,Shearwaters and Petrels (Procellariidae),862224,Percy Ulsamer,https://xeno-canto.org/862224,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,39.0,3.0,23.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
145,Chuck-will's-widow,Antrostomus carolinensis,Goatsuckers (Caprimulgidae),1000236,steve,https://xeno-canto.org/1000236,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,21.0,0.0,20.0,20.0,yes,yes,yes,yes,yes,"Commercial derivatives allowed, but the trimmed clip must remain under the same ShareAlike license."
99,Chukar,Alectoris chukar,"Partridges, Grouse, Turkeys, and Old World Quail (Phasianidae)",269241,Frank Lambert,https://xeno-canto.org/269241,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,10.0,0.0,10.0,10.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
181,Cinnamon Hummingbird,Amazilia rutila,Hummingbirds (Trochilidae),925793,Richard E. Webster,https://xeno-canto.org/925793,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,61.0,10.33,30.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
28,Cinnamon Teal,Spatula cyanoptera,"Ducks, Geese, and Swans (Anatidae)",877014,Skyler Bol,https://xeno-canto.org/877014,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,2.0,0.0,2.0,2.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
863,Citrine Wagtail,Motacilla citreola,Wagtails and Pipits (Motacillidae),113086,Recordist: Jeremy Gatten / Uploaded: Ian Cruickshank,https://xeno-canto.org/113086,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,28.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
194,Clapper Rail,Rallus crepitans,"Rails, Gallinules, and Coots (Rallidae)",64539,Mike Nelson,https://xeno-canto.org/64539,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,43.0,4.33,24.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
108,Clark's Grebe,Aechmophorus clarkii,Grebes (Podicipedidae),641950,Paul Marvin,https://xeno-canto.org/641950,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,9.0,0.0,9.0,9.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
695,Clark's Nutcracker,Nucifraga columbiana,Jays and Crows (Corvidae),417739,Paula Caycedo &amp; Mitch Covington,https://xeno-canto.org/417739,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,55.0,8.33,28.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
941,Clay-colored Sparrow,Spizella pallida,Towhees and Sparrows (Passerellidae),997646,Don Profota,https://xeno-canto.org/997646,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,3.0,0.0,3.0,3.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
825,Clay-colored Thrush,Turdus grayi,Thrushes (Turdidae),900265,David Tattersley,https://xeno-canto.org/900265,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,46.0,5.33,25.33,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
742,Cliff Swallow,Petrochelidon pyrrhonota,Swallows (Hirundinidae),468931,Bruce Lagerquist,https://xeno-canto.org/468931,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,54.0,8.0,28.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
1014,Colima Warbler,Leiothlypis crissalis,Wood-Warblers (Parulidae),109427,Paul Marvin,https://xeno-canto.org/109427,CC BY-NC-ND 2.5,https://creativecommons.org/licenses/by-nc-nd/2.5/,129.0,33.0,53.0,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
583,Collared Forest-Falcon,Micrastur semitorquatus,Caracaras and Falcons (Falconidae),965381,JAYRSON ARAUJO DE OLIVEIRA,https://xeno-canto.org/965381,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,117.0,29.0,49.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
226,Collared Plover,Anarhynchus collaris,Lapwings and Plovers (Charadriidae),686786,JAYRSON ARAUJO DE OLIVEIRA,https://xeno-canto.org/686786,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,19.0,0.0,19.0,19.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
513,Common Black Hawk,Buteogallus anthracinus,"Hawks, Kites, Eagles, and Allies (Accipitridae)",722812,Bobby Wilcox,https://xeno-canto.org/722812,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,47.0,5.67,25.67,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
872,Common Chaffinch,Fringilla coelebs,Fringilline and Cardueline Finches and Allies (Fringillidae),1105935,Walter Wallner,https://xeno-canto.org/1105935,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,78.0,16.0,36.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
747,Common Chiffchaff,Phylloscopus collybita,Leaf Warblers (Phylloscopidae),1106045,Beatrix Saadi-Varchmin,https://xeno-canto.org/1106045,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,8.0,0.0,8.0,8.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
186,Common Crane,Grus grus,Cranes (Gruidae),1101876,Ulf Elman,https://xeno-canto.org/1101876,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,91.0,20.33,40.33,20.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
134,Common Cuckoo,Cuculus canorus,"Cuckoos, Roadrunners, and Anis (Cuculidae)",1105644,Garai József,https://xeno-canto.org/1105644,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,20.0,0.0,20.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
54,Common Eider,Somateria mollissima,"Ducks, Geese, and Swans (Anatidae)",666706,William Whitehead,https://xeno-canto.org/666706,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,5.0,0.0,5.0,5.0,yes,no,no,no,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
198,Common Gallinule,Gallinula galeata,"Rails, Gallinules, and Coots (Rallidae)",1039897,Emily Ritter,https://xeno-canto.org/1039897,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,4.0,0.0,4.0,4.0,yes,yes,yes,no,yes,Commercial derivatives allowed with attribution.
63,Common Goldeneye,Bucephala clangula,"Ducks, Geese, and Swans (Anatidae)",404502,Bruce Lagerquist,https://xeno-canto.org/404502,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,78.0,16.0,36.0,20.0,yes,no,yes,yes,no,NonCommercial license; exclude from paid app unless the recordist grants permission.
